Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF30,OUT027,3300.762952001302
FDK03,OUT035,3648.325151490148
FDT45,OUT017,583.8466751483993
NCC54,OUT027,5109.863647390988
FDP08,OUT018,3454.561990473595
FDU44,OUT046,2562.715847007651
DRG39,OUT035,505.3664593577332
FDU32,OUT049,2315.3128434388454
FDY27,OUT049,3140.4473873360153
NCP54,OUT013,1722.3797372546474
NCZ41,OUT049,2313.531496993108
DRL49,OUT013,2052.8938837663272
FDI05,OUT018,1587.9608741033726
FDY56,OUT045,3596.4811797888256
DRC13,OUT013,1854.1752259917807
NCV29,OUT017,2569.5363373628647
FDR24,OUT049,1792.6927537824758
FDZ34,OUT018,3404.813369029078
FDP37,OUT035,1471.139578398962
FDX08,OUT027,4313.07937082233
FDS57,OUT045,2159.552629529282
NCG18,OUT049,2002.9185555900572
FDK25,OUT018,2983.610926163222
FDH53,OUT049,1729.6797673825522
DRI59,OUT018,3981.4377680834727
FDA52,OUT046,2675.0864777178963
FDT20,OUT010,-914.0507481143563
FDE36,OUT019,1410.442271923552
FDI24,OUT017,2420.930228598217
FDB28,OUT018,3501.5795927823156
FDV11,OUT017,2502.4711961104645
FDP01,OUT046,2407.9950446140783
FDD34,OUT027,4023.4590703522977
FDJ50,OUT027,2306.337137334253
FDZ44,OUT013,1660.2503561520898
DRO59,OUT035,847.9560085376709
DRB48,OUT045,765.38630690032
FDR21,OUT018,3159.007973312171
NCE42,OUT010,2208.8340951731025
FDO23,OUT046,1290.1215063728612
NCE30,OUT018,3683.3768290506464
FDQ22,OUT035,252.36454801021353
FDY01,OUT045,1708.6752357979244
FDS08,OUT017,2504.546122520952
FDG28,OUT018,4356.016966177745
FDQ51,OUT018,1303.3802579282053
FDB05,OUT017,3582.907166395458
FDO56,OUT049,2254.057104114168
FDE02,OUT018,1868.9774535692463
FDN45,OUT017,3112.1780535466414
FDS09,OUT013,564.2431206063347
NCA54,OUT018,3292.6242973449775
FDP09,OUT010,1817.7388685532178
FDC53,OUT045,1642.3918210750603
NCM55,OUT017,2611.6080291496864
FDL09,OUT018,3022.7011776966738
FDA11,OUT019,274.52526450489904
FDA50,OUT045,1451.8201422980985
FDC23,OUT017,2571.4891838098447
FDE22,OUT049,2885.365557287524
FDD23,OUT046,2947.2437677464113
NCA29,OUT049,3095.3446724605637
FDK38,OUT046,2270.5402873901503
DRC13,OUT046,1989.2337451149997
NCP43,OUT049,3186.2628645866466
FDX28,OUT049,1824.4244059076727
FDF08,OUT049,1805.3811868524863
FDZ33,OUT046,2226.5919928427575
FDD10,OUT049,3212.697013711207
FDO58,OUT017,2280.9388066830215
FDI50,OUT017,3407.74167775837
FDO58,OUT045,2629.61248616867
FDX08,OUT013,2654.198568541906
NCK17,OUT010,-874.574785668905
FDF39,OUT035,3817.9579549078885
FDU45,OUT010,297.55248776127587
NCJ18,OUT018,2112.9247453744083
DRC27,OUT019,2655.6733635900046
DRC25,OUT035,1011.3235463254355
FDU59,OUT035,2078.870200072008
FDU28,OUT035,2617.128719043531
NCP30,OUT046,629.2384276949178
FDB39,OUT018,1332.6458862327509
FDE41,OUT013,1172.9478430471975
DRH11,OUT010,-679.7945178898267
FDA58,OUT045,3638.594686960347
FDU50,OUT046,1795.2555497091153
FDM34,OUT013,1783.4548624406257
FDM44,OUT027,3070.3476311997283
FDR39,OUT045,2845.7915195772425
FDM25,OUT045,2810.5101161458315
FDQ49,OUT049,2877.3305776609122
DRH25,OUT018,1353.3826725238575
FDM09,OUT027,4116.615228938323
FDL44,OUT019,1413.275151451315
NCR42,OUT018,971.733035452695
DRL59,OUT046,873.9961332512974
FDX43,OUT013,2371.0227085807505
DRK47,OUT010,2001.8695746088902
FDU48,OUT018,2496.900361544577
FDY12,OUT045,737.6593559026135
NCN43,OUT018,2422.186450213146
NCM55,OUT018,3290.345865546134
FDQ21,OUT027,3348.959442219736
FDX13,OUT035,3557.3315927056988
NCK30,OUT027,5377.88782316329
FDG20,OUT049,3048.6166061306703
DRG27,OUT017,316.77895025886517
FDY14,OUT018,4547.941799389828
FDP59,OUT035,1276.0489257661754
FDU60,OUT017,2397.318485852566
NCC18,OUT019,1153.0169517549004
DRJ39,OUT017,3187.3372863040404
FDS07,OUT049,2071.995226353024
FDM08,OUT027,4967.130357145399
FDP51,OUT045,1910.773808182581
FDU16,OUT035,950.6647747538746
FDH12,OUT013,1403.5714283752975
DRE48,OUT010,1636.4233062941712
NCL42,OUT027,5266.853923194629
FDR21,OUT045,2774.5318846594705
NCW29,OUT035,1708.617213717867
FDO11,OUT013,3782.067369498646
NCM31,OUT049,2528.096896172686
FDV35,OUT019,1025.3957575210827
FDF58,OUT017,758.276453775989
NCE43,OUT049,2926.353107008801
FDA02,OUT035,1960.8745747841522
DRL37,OUT010,-817.0113053049286
FDR24,OUT018,1907.6601074635819
FDW59,OUT049,1709.250910933711
FDS22,OUT049,1163.3822469934717
FDW24,OUT017,535.2490008027089
FDU24,OUT035,1037.2330315319693
FDA21,OUT027,4380.234333909613
FDH58,OUT027,3295.312223437857
FDW36,OUT018,2065.468960276265
FDI45,OUT027,4169.192060281661
FDU01,OUT018,3374.6915569062858
FDF35,OUT027,3002.8065822660874
FDU43,OUT019,2535.6512978557857
FDE24,OUT019,940.9340530629274
FDK50,OUT049,2952.2000456504666
FDG31,OUT045,1036.7799354229498
FDC60,OUT045,1403.4181471650763
FDL36,OUT013,1159.6179328253018
FDP21,OUT013,2837.905175978263
FDW16,OUT045,1507.829471986763
FDX02,OUT017,3228.504757158048
FDQ58,OUT027,3906.034187345423
FDT51,OUT046,1814.4618211373204
FDD59,OUT049,1636.801808837712
NCM42,OUT018,2184.3516782091633
FDA57,OUT018,1095.6575469779618
FDZ48,OUT035,1357.7829177675383
FDE46,OUT045,2457.7669088105486
NCZ30,OUT019,739.8263115592238
FDB56,OUT017,2690.034149003156
FDA25,OUT027,3106.364832376878
FDD20,OUT013,1719.392163224269
FDL25,OUT013,1170.207599789531
NCO18,OUT049,3165.326799804853
FDJ45,OUT017,242.7451081192604
FDR12,OUT035,2372.2123434977866
NCF19,OUT010,-768.4669634162751
FDK25,OUT046,2469.8768190752203
NCR17,OUT046,1787.8195835738097
FDC52,OUT046,2459.5929118336667
NCA54,OUT017,2573.4281643008967
FDR45,OUT010,2251.1498673895253
NCM19,OUT049,2138.7477562168456
FDF39,OUT027,5655.753939846132
FDX23,OUT049,1915.5383610300623
FDD58,OUT027,2992.6758591980465
FDX28,OUT013,1254.4406145954138
NCD31,OUT013,2368.9327437189777
FDU57,OUT018,2801.7697426438053
FDI27,OUT046,748.954288623929
NCM42,OUT046,1691.6715865689994
FDD32,OUT027,2783.362454157567
FDI34,OUT013,3362.3749800044966
NCM29,OUT049,2440.9280184843833
FDG46,OUT018,2293.9855669702088
DRC01,OUT010,-602.0760496360883
FDB15,OUT027,5429.415941553651
NCA17,OUT027,3793.053846366354
FDF10,OUT046,2181.7259212110735
FDR26,OUT027,4248.76148301855
FDI02,OUT049,2078.4064062361226
NCM54,OUT010,443.66575816178647
FDF14,OUT013,2185.0799551881028
FDJ33,OUT010,316.03154931003587
FDM20,OUT035,3486.6014395971515
FDC03,OUT027,4523.7855918282385
NCX05,OUT046,1717.9110682501814
NCM41,OUT027,2898.130810673202
NCU29,OUT010,826.5466038287323
FDQ59,OUT017,1083.20788550314
FDH46,OUT010,126.87159048316266
FDH09,OUT013,575.1932889708637
NCD06,OUT045,682.2679394252814
FDC15,OUT035,1872.2986239486854
DRD37,OUT027,2242.53319457517
FDT28,OUT027,3761.2419646541516
FDR28,OUT027,4089.669239355478
FDT38,OUT017,1067.2989656370169
FDV34,OUT027,2732.5923419486658
FDY52,OUT035,593.9559762428114
FDB34,OUT013,1164.0945732977386
DRL23,OUT018,2182.800089783153
DRB24,OUT046,2463.1077972984226
FDJ50,OUT046,861.788063191027
FDQ49,OUT035,2107.6374486854465
FDP20,OUT035,1580.1821578589033
FDV19,OUT027,4006.4162007736327
NCR54,OUT045,3026.4443636121578
FDO09,OUT010,2403.052922681043
FDS57,OUT018,2606.2701717496593
FDN10,OUT049,2213.2100491150086
FDV23,OUT049,2251.8520318319984
FDY28,OUT049,3621.837670724051
DRG51,OUT013,2415.2095639337563
FDD45,OUT019,86.77422001773448
NCL18,OUT027,4281.251139684115
NCM29,OUT013,1865.8908988381231
FDF17,OUT027,4523.549840553262
FDE22,OUT017,2285.952660876944
FDQ22,OUT017,349.4055461339286
FDS01,OUT013,2640.934332290593
FDW35,OUT027,2166.5374347071156
FDJ33,OUT046,1913.3841838687676
NCF54,OUT035,2307.058502799316
FDE09,OUT013,1550.020344935714
NCE06,OUT045,2486.3698523741004
DRH49,OUT049,1701.7137879518546
FDY43,OUT045,2617.907536486055
NCT05,OUT017,3743.5696022566112
FDZ34,OUT045,2990.747361231421
FDL38,OUT017,1204.7609604341565
FDZ31,OUT017,2659.6187275488314
FDR14,OUT035,328.3767200343199
NCN54,OUT049,1632.459849649285
NCC42,OUT027,3629.2636915756543
FDK08,OUT017,1325.847478195572
FDP59,OUT013,1477.0320532524051
FDV22,OUT035,2193.302336218139
FDD33,OUT035,3204.102242567985
DRE60,OUT027,4870.999875395764
FDK52,OUT046,3470.504853423565
FDA02,OUT017,2100.002734708096
FDM56,OUT049,2049.219222761318
FDE57,OUT035,1864.6099033027258
FDM32,OUT045,1457.1336163195297
NCQ30,OUT027,3369.610408741911
FDQ27,OUT027,3113.7481644595528
FDT60,OUT027,3361.329033975441
FDU43,OUT049,4157.974790269363
NCO55,OUT035,1232.5386157928924
FDG02,OUT045,3070.0390223477716
FDJ28,OUT013,2806.623244716538
FDP40,OUT045,1857.1039459715557
FDJ38,OUT045,3074.027838356214
NCC54,OUT017,3425.2422619932245
NCZ41,OUT046,1900.1770356467882
FDK38,OUT019,1148.2009951369935
FDU52,OUT013,2194.1636036421432
FDC40,OUT046,1194.874281961501
NCR30,OUT017,854.1426634911156
NCN18,OUT017,1363.9800105717775
FDB50,OUT035,709.25303569464
FDG04,OUT013,2788.3210019233793
FDR26,OUT035,2406.8080343923793
NCT17,OUT018,3397.7678682980372
FDX35,OUT027,4997.156239890448
FDS12,OUT046,1785.299584075617
NCZ29,OUT027,3374.731165198804
FDB38,OUT010,1084.0504026774827
FDP12,OUT013,432.0488582347199
FDP22,OUT046,761.8011626357961
FDS26,OUT018,4461.554877547413
FDR52,OUT046,2984.3242603704566
DRJ13,OUT046,2507.3123275885305
FDU48,OUT027,3482.6449019472348
FDE29,OUT035,448.26534797543854
NCT29,OUT049,2245.2284774575655
DRK37,OUT018,3444.3075381476856
FDK55,OUT046,1376.0831355149737
FDR07,OUT046,1430.1615733486112
FDO21,OUT027,5065.966324048442
FDK46,OUT049,4439.591732861367
FDB12,OUT045,1636.1076397814695
FDT31,OUT027,4451.930359836799
FDJ33,OUT045,1971.4125481458118
FDC26,OUT027,3052.4282377214117
NCQ02,OUT045,3022.632106553039
FDP08,OUT010,1373.9286395914294
FDB11,OUT027,4958.765207685503
FDV55,OUT013,2060.941928224563
FDW20,OUT049,2304.067723312512
NCJ18,OUT019,380.93819124405843
FDC41,OUT018,1532.9134684030541
FDE14,OUT027,3111.204054572499
FDG35,OUT013,2637.4921136130565
FDF45,OUT035,635.5693165649188
FDS19,OUT027,2691.2563337402403
FDS58,OUT019,1410.3925016770888
FDA26,OUT017,3193.5010112988934
FDM32,OUT049,1784.3000519165953
FDL45,OUT046,1966.1839307038804
FDZ55,OUT049,2906.448955895834
FDY37,OUT049,2665.661072670692
FDO46,OUT046,3060.117964134927
FDQ60,OUT046,1811.6201751219046
FDA19,OUT018,2481.150446882054
FDL15,OUT046,2384.8115999319175
FDM10,OUT018,3734.0956363533355
NCL05,OUT017,393.36281438157187
DRK49,OUT010,-811.638895861201
NCE18,OUT027,5404.6054149220145
FDG40,OUT049,926.3390539387765
DRI59,OUT045,3545.443578472313
FDK28,OUT035,3614.490146616135
NCD06,OUT019,-611.1672976887266
FDO11,OUT019,2807.432403297731
FDK27,OUT046,1902.5077717941554
FDT43,OUT027,2278.7706997062087
FDD38,OUT018,2158.342145592793
FDA16,OUT049,3831.1201690028206
FDL14,OUT027,3930.5022581032176
NCM17,OUT049,1023.2863212659961
FDD20,OUT045,2008.7801216510002
FDA40,OUT045,1438.7109352935172
FDL43,OUT045,1283.0198776812256
FDV15,OUT045,1495.6910891704497
FDE52,OUT046,1456.9526718371083
NCL17,OUT010,658.9247299740478
NCJ31,OUT045,3557.8136292889717
FDR60,OUT045,1138.4245902329087
NCA18,OUT035,1425.3156484320943
FDS21,OUT027,2531.9687142103385
FDW09,OUT035,944.9423843088409
FDL26,OUT035,2017.6424522951384
FDS47,OUT018,1725.1964335849443
FDC39,OUT046,3039.708185837816
FDT51,OUT035,1479.9956656552085
FDK40,OUT035,3784.214102259309
NCG19,OUT045,3552.733086059178
FDZ07,OUT046,930.5682852689542
FDF08,OUT027,2867.251855495476
FDO04,OUT013,685.3820055127758
FDK41,OUT018,1639.0173526630751
FDP15,OUT049,4308.043054961952
NCD43,OUT018,2132.1289312406675
NCP18,OUT013,2136.3115448477192
FDZ51,OUT046,1461.9414971143876
DRH13,OUT035,1403.1874063766063
FDF38,OUT045,747.2069000987556
NCI43,OUT045,825.0087687829316
FDM38,OUT027,2289.3817909689346
FDS03,OUT013,761.8808707757396
DRJ47,OUT017,2448.4235454402165
FDT50,OUT010,-103.97911856954346
FDV02,OUT046,2649.4904914920935
NCG18,OUT017,1386.3988269700487
FDW52,OUT046,2613.9352309948267
FDS40,OUT035,250.48035543604135
FDN31,OUT017,2683.0992447048543
FDA37,OUT045,2001.0896866281573
FDA15,OUT046,3926.4476957541506
FDL39,OUT046,2831.4677868975077
FDJ53,OUT045,1907.3532259675058
FDX22,OUT013,3169.8290912538578
NCZ42,OUT045,3806.6901912940107
FDD56,OUT027,4171.997945504643
FDD40,OUT017,2852.553315914825
FDS50,OUT013,3220.1429491276117
NCN14,OUT013,2631.431882538428
FDT15,OUT013,2711.730367576691
NCS18,OUT027,3140.788043637206
NCO26,OUT010,182.61539511826663
FDF58,OUT018,1472.73334420923
NCB19,OUT013,1077.2072258009393
FDH26,OUT017,2005.996067337267
DRB24,OUT027,3912.421711243987
FDA49,OUT018,1774.3967924341187
FDB32,OUT045,1558.7898257771417
FDI36,OUT017,2833.125279174155
NCA17,OUT010,791.50645068728
FDH22,OUT013,1620.955067038758
NCM26,OUT018,2809.076885584844
FDT15,OUT027,4371.809808720185
FDB16,OUT018,1822.6493437000836
NCP54,OUT027,3390.8368908694874
FDJ36,OUT013,1322.5212501507724
FDO28,OUT045,1873.2060983381025
FDU09,OUT013,668.8534812752316
FDF29,OUT017,1840.180823817971
FDY08,OUT013,1859.4201930579093
DRJ59,OUT018,1112.410303838156
FDT23,OUT027,2705.4501292056134
FDU15,OUT018,1130.7947636497263
FDT47,OUT013,1394.9485983550474
FDI53,OUT019,1424.686762406108
FDR59,OUT018,4574.817497332937
FDD53,OUT035,274.5450786834143
FDY51,OUT017,3119.571223811276
FDT04,OUT049,881.5278717244721
FDU51,OUT049,3111.702186275644
FDG14,OUT035,2055.7356064835767
NCU06,OUT045,3588.5473194772044
DRG25,OUT046,2959.222330315818
DRH49,OUT035,1008.3634236081693
FDN15,OUT035,1850.5506996130102
FDL43,OUT018,1680.0859805062996
NCT18,OUT049,3197.8381163822582
NCB31,OUT013,3755.871067198585
FDK57,OUT035,1452.4177493998566
FDY04,OUT019,1413.8411678744699
NCP54,OUT046,1887.051735587193
FDF41,OUT013,3482.268098915064
FDM01,OUT045,1663.2210458982995
FDW03,OUT045,1755.0949126862156
FDF28,OUT045,2016.5731570326511
FDY37,OUT017,2035.09070599829
FDQ03,OUT017,3445.6399520007294
FDP51,OUT027,3323.11855347548
FDJ40,OUT017,1519.3210548005663
FDC32,OUT049,1757.0061617636788
DRI49,OUT027,2563.8360621174093
NCW54,OUT017,527.6535412312319
FDF09,OUT017,387.30468130688075
FDP45,OUT018,4440.840862845165
DRJ23,OUT018,3415.7798799518077
FDS59,OUT017,1529.4983887572498
FDY08,OUT046,2020.8084996303774
FDX16,OUT049,2653.664629131011
FDY16,OUT018,3320.235166065124
FDK32,OUT035,2046.2439076520063
FDQ22,OUT013,433.05831395780694
NCC31,OUT018,2926.683499097077
FDG58,OUT049,2772.3497603230617
DRF48,OUT013,2775.69290179898
DRH36,OUT049,1576.084397148999
NCR30,OUT035,771.484851209482
FDB03,OUT019,2356.3902460050476
FDZ28,OUT027,3468.445024785261
FDR35,OUT017,2875.1738820330356
DRD15,OUT027,5103.366735894408
FDJ33,OUT019,693.5087845037449
FDA56,OUT010,444.07826298379837
FDP56,OUT046,734.6723554627263
NCT30,OUT046,679.2986983838366
FDK15,OUT017,1231.2925908962231
FDH44,OUT018,2769.8827624295127
FDV01,OUT013,2198.07963144332
DRG03,OUT017,2130.0521405123086
FDG50,OUT027,2901.922457717809
FDR16,OUT010,1736.8486838944468
FDZ60,OUT046,1552.7761636248142
DRG03,OUT045,2455.463568318925
FDS56,OUT018,4643.765101171877
FDU33,OUT045,670.5026521629386
DRD27,OUT035,1250.9637769298347
FDW22,OUT046,3486.3638441542234
DRA24,OUT045,2675.939218610747
FDF38,OUT049,1069.701000084066
FDX48,OUT013,2263.9927010984197
FDS58,OUT018,3059.3987460831413
FDC32,OUT046,1351.5248012388286
NCQ29,OUT045,4027.4460185825405
DRK39,OUT018,1803.3654782127983
NCS38,OUT017,1453.5699352523368
DRO47,OUT013,1483.650716806193
DRG27,OUT027,2065.607731813269
FDC57,OUT027,4482.014604962025
FDS55,OUT046,2224.6710308173015
NCJ06,OUT018,2333.6129781123495
FDO01,OUT019,950.3830712528663
NCM55,OUT045,2896.516478288955
FDC52,OUT049,2863.7229022000984
FDQ15,OUT045,1181.5439641873866
NCT30,OUT027,2141.722842557506
NCR42,OUT027,1966.1843692986563
FDD28,OUT035,518.3077915624219
FDQ34,OUT049,1842.5345976645467
FDZ12,OUT027,3600.384979004211
DRE13,OUT019,237.2968547251537
NCN07,OUT019,910.332513511278
FDM28,OUT035,2460.732810801909
FDI10,OUT017,2424.0943165814538
FDQ25,OUT013,2534.9287131677825
FDA38,OUT010,2296.5541937572543
DRI13,OUT049,3827.744246823147
FDY20,OUT027,2864.318192441211
NCZ53,OUT035,2587.7133250491393
NCM31,OUT013,1984.4581481159603
DRB01,OUT017,2674.780282718904
DRF37,OUT046,4044.4414190149014
NCF42,OUT049,2954.093844143445
FDF16,OUT018,2727.196554524481
FDB41,OUT013,515.9285312162542
FDR34,OUT013,3434.1113731823393
FDR15,OUT018,2961.146437078859
NCV42,OUT019,586.27157451588
FDW51,OUT035,2933.6127169876027
FDU36,OUT017,1263.699032232455
FDX60,OUT049,1592.9046584586936
FDY03,OUT035,1409.2647390596692
FDW55,OUT045,3996.8642248432047
FDT01,OUT010,1508.3846655476805
FDG58,OUT013,2202.2313589553523
FDK21,OUT017,3688.5533964969313
NCS41,OUT019,1630.7301036125564
FDS10,OUT045,2885.4293422837954
NCT53,OUT046,2549.4402969984762
FDJ28,OUT018,3470.265343651936
FDX44,OUT045,1413.705884207009
FDT20,OUT018,1068.6713034771672
FDO44,OUT017,1396.1844367224244
NCX17,OUT049,3930.871260371215
FDY01,OUT017,1429.450028128516
FDJ12,OUT027,4786.069990429916
DRK35,OUT018,1033.1271317526614
FDD47,OUT019,1244.515138081583
NCM53,OUT035,1278.4760734109223
FDO45,OUT013,1222.9715168176747
NCM42,OUT010,220.72489407847706
FDE04,OUT046,2802.2745172322184
NCI30,OUT027,5294.770199639086
FDZ19,OUT013,2455.467021871597
FDW57,OUT013,2516.944424645858
FDA25,OUT013,1411.9777643205377
FDT22,OUT046,809.082058998813
FDP51,OUT013,1644.4798410679755
FDD48,OUT027,3291.727596612866
FDY39,OUT035,2547.491006187056
FDO48,OUT010,2032.2659857673957
FDD23,OUT027,4398.805028510449
DRN35,OUT027,2033.004746065355
FDT01,OUT035,2828.7601880660304
FDC20,OUT010,-617.0694461485581
DRJ35,OUT035,648.0309253383359
FDB32,OUT046,1472.5102284716722
FDL24,OUT046,2768.900973832853
NCV42,OUT035,1415.4121767783477
FDZ46,OUT046,1656.706928834638
FDC15,OUT013,2028.1919428142746
FDD08,OUT019,-568.653335553126
FDY50,OUT049,1742.3515018596595
FDD36,OUT013,1690.657357265613
FDG57,OUT027,2180.8559129392356
FDL21,OUT018,1204.665257902479
FDN16,OUT027,3075.3253883369484
FDJ09,OUT027,2150.8447506392827
FDS01,OUT010,1342.0301670281394
FDV33,OUT017,3881.22096417031
DRE12,OUT017,1526.6085418457815
FDR07,OUT013,1260.8653009956304
FDP48,OUT010,1402.0126869804092
NCB55,OUT035,367.04387913914115
FDQ08,OUT013,816.8641264877801
FDR34,OUT035,3334.4870905281796
FDO33,OUT046,1669.290529827847
FDP13,OUT045,564.8744910573555
FDX12,OUT049,4188.789799763601
NCT06,OUT049,2975.3598951335443
FDR16,OUT019,2218.0768746713975
FDE36,OUT046,2620.4346672918055
FDZ36,OUT049,3291.620046313464
FDV13,OUT045,1487.7852694212315
NCZ17,OUT035,151.97187441889628
FDU56,OUT045,2901.430633808003
FDM09,OUT035,2299.5992966208
FDV02,OUT017,2399.3444052566574
FDS34,OUT018,2221.9934783304807
FDA11,OUT049,1876.0131018315074
FDP09,OUT017,3058.300550473572
FDB29,OUT027,3283.9419583740605
FDT19,OUT017,2463.3935413707322
DRH15,OUT017,375.6910091020188
FDY38,OUT046,3574.1613339439705
FDF14,OUT027,3852.8357201884796
FDN48,OUT010,-117.13920106404902
FDQ12,OUT013,3409.7739211466105
NCJ43,OUT045,2760.660295917057
FDE17,OUT019,1218.0488099481056
FDB05,OUT035,3473.854911244488
FDH10,OUT045,3036.6931540464525
NCR06,OUT017,429.88615537661906
FDU32,OUT018,2386.770857187783
FDD56,OUT049,3053.033766488909
FDO36,OUT018,3238.3554207509305
FDH16,OUT010,-111.17769828217928
FDX10,OUT018,957.2329658474414
FDZ37,OUT017,1209.0533851141975
FDU31,OUT010,1976.059819712536
DRC49,OUT049,2600.952456283009
FDL15,OUT045,2414.906125975766
FDN32,OUT019,1735.1309175143542
DRH59,OUT027,2629.9012270609596
NCU29,OUT049,2706.563357038715
FDR37,OUT019,1750.5587250879553
FDS14,OUT018,2905.578053295034
FDU02,OUT027,4918.051770229742
FDJ08,OUT035,2555.0822226601067
NCZ06,OUT045,3914.5811460376467
FDO31,OUT049,1731.4878294262044
FDH31,OUT018,2128.5539898073157
FDS58,OUT017,2324.651176651147
NCA53,OUT027,2265.3992342257206
FDF50,OUT046,3043.4880176896577
NCW42,OUT049,3822.5732369566026
NCQ17,OUT045,2364.3922218979333
FDK51,OUT018,4633.3339507402725
NCW41,OUT010,988.8705383833362
NCR29,OUT017,583.6069327833113
FDB08,OUT019,1328.512452380431
FDA40,OUT027,2770.7001220722636
FDL14,OUT018,2994.485117174204
FDB47,OUT046,3183.7406863261212
FDO03,OUT035,3269.3148447563954
DRK13,OUT019,1751.7994688314247
FDX13,OUT010,2345.4651459078787
FDF52,OUT046,2809.3821619650826
FDT11,OUT013,2815.9481816631096
FDB08,OUT013,2269.767402253237
FDQ28,OUT018,2909.3529378422463
FDD29,OUT045,4020.7018596678577
NCQ29,OUT027,5444.952817995649
NCO02,OUT013,767.2733641157347
FDR56,OUT010,1443.8342660301507
NCM54,OUT049,2316.0875981685695
FDP51,OUT035,1457.4985072041998
FDT38,OUT013,1098.2181854533649
FDZ20,OUT018,4425.411589617368
FDJ53,OUT013,1642.5591539130905
FDX13,OUT049,4267.769284386621
FDP58,OUT035,2950.3628294771315
NCK31,OUT019,-335.5053042186519
FDA35,OUT018,2420.2895207777146
FDV37,OUT018,3555.218950442382
NCO07,OUT027,4833.676427146564
FDA20,OUT045,2934.8232732879096
FDZ59,OUT035,2239.819887644686
NCY17,OUT017,258.9516088214531
FDQ28,OUT035,2060.5500494498683
FDV35,OUT017,2028.1829284526502
FDQ36,OUT013,233.07686540466977
FDD34,OUT018,3051.919438990045
FDK51,OUT045,4139.245521115554
FDV31,OUT035,2294.4850525217626
FDR04,OUT035,1177.101948878201
FDR14,OUT049,1060.3139122752323
DRC36,OUT010,1281.8512857808187
FDE39,OUT019,720.4391499297601
FDP57,OUT049,1996.9621045089502
FDE57,OUT046,2202.186569898453
NCN18,OUT046,1600.6301946510907
NCQ05,OUT018,2829.4379316419595
FDW47,OUT035,1511.3704076043846
FDV46,OUT035,1837.426106093616
NCP29,OUT045,917.477209127283
FDE09,OUT018,2223.0169688738056
NCU06,OUT027,4990.875015373618
FDT19,OUT010,994.8333178790915
DRF15,OUT017,2165.7762118451733
DRI51,OUT013,2488.5898678131293
NCX54,OUT013,1414.4215953105163
DRE01,OUT013,3421.179574364075
NCB07,OUT045,3029.6803613713287
FDU50,OUT035,1435.8667861329757
FDG40,OUT035,184.70541246692392
FDW10,OUT018,3157.1424926783284
FDX51,OUT013,2912.9363418480752
NCP17,OUT045,1039.1273142486993
FDP21,OUT035,2655.6564078315764
FDL04,OUT045,1580.6379423281633
FDV23,OUT013,1630.3607482730163
FDF24,OUT046,1329.814406650721
FDH56,OUT027,3258.411221391948
FDB51,OUT049,1357.4001968585656
FDI58,OUT027,2956.2731833999246
FDR20,OUT013,602.7932916916757
FDC51,OUT018,2484.547736844015
FDB16,OUT027,2804.10317131875
FDE40,OUT049,1296.8178089430635
NCM17,OUT035,283.29165281800715
FDU56,OUT035,2500.549176910826
FDS32,OUT019,1104.8629462108913
FDX02,OUT049,3860.817590176161
FDT39,OUT027,3943.4333765072292
FDE35,OUT017,690.4406130014515
NCI42,OUT019,2173.8305419378808
DRL23,OUT046,1708.7474566830128
FDA10,OUT046,1743.5465641650821
FDA11,OUT013,1296.3893813554525
NCM06,OUT046,2348.6751109515167
NCT05,OUT035,3688.5401713347196
NCQ02,OUT010,1465.7427062810016
NCY06,OUT049,2371.7285500988633
FDY56,OUT035,3171.1894368428448
FDL02,OUT035,1234.722561135148
NCI06,OUT035,2414.3876026481594
FDQ14,OUT045,2360.073822742488
FDQ12,OUT017,3318.2732164301224
FDP36,OUT046,728.6109502622055
FDK21,OUT027,5421.210141238889
FDO40,OUT045,2362.317920002733
NCK54,OUT019,658.9368144875077
FDY09,OUT018,3246.2471583463966
NCW30,OUT049,4494.388891943032
NCC55,OUT027,1986.274352255312
FDE58,OUT018,2277.2775182900687
FDR39,OUT013,2612.2256993208453
FDU28,OUT049,3273.9299426541684
FDH08,OUT017,3343.6694787466727
FDG35,OUT045,2879.1742786595373
FDG22,OUT049,986.0439750650633
FDC34,OUT035,1950.8363998503196
FDP15,OUT018,4377.727810223201
FDK34,OUT010,2226.380701189015
FDU45,OUT035,1512.8538018736367
FDQ04,OUT027,2021.9899383265101
FDX22,OUT018,3820.9929368783037
FDB45,OUT017,1390.132193179227
NCH43,OUT027,4798.8038070337625
DRE60,OUT046,3351.695922715706
FDD17,OUT027,5159.791818372383
NCM54,OUT017,1708.7520926359289
NCH55,OUT013,1789.876352892261
NCT06,OUT017,2318.216989071306
FDA48,OUT027,4810.760958607818
FDY58,OUT027,5025.660220553284
FDO25,OUT045,3219.783234795384
FDN50,OUT045,1597.6999108859168
FDH35,OUT035,2190.4015267696464
FDK09,OUT045,3517.3112417605257
FDO16,OUT013,1131.6155130361346
FDW11,OUT045,1030.3780134962144
FDU47,OUT027,3668.43631584679
NCQ42,OUT010,484.57496850954794
FDK55,OUT027,2877.27797803167
FDN08,OUT049,2186.7230328993005
FDT57,OUT045,3784.7392425303774
FDJ12,OUT018,3760.5792862433595
DRL59,OUT017,625.7355011121269
NCN53,OUT046,551.3694679303458
FDO51,OUT010,-774.5052667988281
FDK56,OUT017,2558.4556559857115
